id,name,doi,paragraph,synonyms,language,authors
61,MultiPhen,10.1038/srep38837,"While the methods generally perform as expected under the null, there is mild inflation for min-P and TATES under high phenotypic correlations for ≤ 8 phenotypes and for MultiPhen for 48 phenotypes, and strong deflation for min-P, TATES and SHom for 48 phenotypes","R package MultiPhen (MultiPhen),MultiPhen-GATES,MultiPhen,MultiPhen9,MultiPhen R package,Multiphyl,Multiphen,R package MultiPhen,Multi,MultiPhen59,MultiPhyl,MultiP,Multiphor",,"Heather F. Porter,Paul F. O’Reilly"
62,MultiPhen,10.1093/bioinformatics/btu783,"MultiPhen, canonical correlation analysis (CCA), i.e","R package MultiPhen (MultiPhen),MultiPhen-GATES,MultiPhen,MultiPhen9,MultiPhen R package,Multiphyl,Multiphen,R package MultiPhen,Multi,MultiPhen59,MultiPhyl,MultiP,Multiphor",,"Sophie van der Sluis,Conor V. Dolan,Jiang Li,You‐Qiang Song,Pak C. Sham,Daniëlle Posthuma,Miaoxin Li"
63,MultiPhen,10.1371/journal.pone.0149206,"Results are from joint testing of all four VSS variables using MultiPhen [26], with adjustment for age, sex, %TBSA burned, number of operations, and population stratification.","R package MultiPhen (MultiPhen),MultiPhen-GATES,MultiPhen,MultiPhen9,MultiPhen R package,Multiphyl,Multiphen,R package MultiPhen,Multi,MultiPhen59,MultiPhyl,MultiP,Multiphor",,"Ravi F. Sood,Saman Arbabi,Shari Honari,Nicole S. Gibran"
64,MultiPhen,10.3389/fgene.2020.00431,"The statistical power in these discovery efforts can be boosted considerably by multivariate tests, which have become more practical through recent implementations that require only univariate summary statistics, such as MultiPhen (O’Reilly et al., 2012), TATES (van der Sluis et al., 2013), CONFIT (Gai and Eskin, 2018), MTAG (Turley et al., 2018), MTAR (Guo and Wu, 2019), and metaCCA (Cichonska et al., 2016)","R package MultiPhen (MultiPhen),MultiPhen-GATES,MultiPhen,MultiPhen9,MultiPhen R package,Multiphyl,Multiphen,R package MultiPhen,Multi,MultiPhen59,MultiPhyl,MultiP,Multiphor",,"Jake Lin,Rubina Tabassum,Samuli Ripatti,Matti Pirinen"
65,NLME,10.1007/s10928-014-9353-5,"For NLME, especially when used in simulations, the stochastic components of the model are crucial but the development procedure can be laborious","nlme19,R-package ‘nlme’,R-package “nlme”,R package: nlme,NLMEs,NLMEM,R packge nlme,R package ‘nlme,nlme R-package,R-package nlme,nlme R Package,nlme package of R,NLMETM,nlme92,R library “nlme,nlme60,nlm,R nlme,R nlme package,R package 'nlme',nlme_3,NLM,R package ""nlme"",nlme-3,nlme59,nlme package for,NLME R,NLME-A,R package “nlme,R Package nlme,R language nlme package,R package nlme package,R library “nlme”,nlme R package,nlme package for R,on package nlme,R « nlme » package (Linear and Nonlinear Mixed Effects Models),nlme” R,nlme4,nlme’ R,R-package “nlme,nlme55,nlme51,package nlme,nlme R,nlme package,R package “nlme”,R package 'nlme,nlme package (Pinheiro ),R ‘nlme’,“nlme,R packages nlme,nlme18,≪nlme≫ R,r package nlme,nlme42,nlme R library,nlme” R package,R nlme library,nlme’,nlme-R,r-package nlme,nlme82,pNLME,R-package ‘nlme,nlme),R package nlme,R package ‘nlme’,R function nlme,R library nlme,nlme of R,nlme library of R,package “nlme",,"Elin M. Svensson,Mats O. Karlsson"
66,NLME,10.1007/s10928-017-9526-0,The aim of this study is to develop a new method to quantify and model pulsatile data for the development of a pharmacodynamic model that is able to quantify highly variable pulsatile secretion patterns over time by combining deconvolution analysis techniques and NLME modeling,"nlme19,R-package ‘nlme’,R-package “nlme”,R package: nlme,NLMEs,NLMEM,R packge nlme,R package ‘nlme,nlme R-package,R-package nlme,nlme R Package,nlme package of R,NLMETM,nlme92,R library “nlme,nlme60,nlm,R nlme,R nlme package,R package 'nlme',nlme_3,NLM,R package ""nlme"",nlme-3,nlme59,nlme package for,NLME R,NLME-A,R package “nlme,R Package nlme,R language nlme package,R package nlme package,R library “nlme”,nlme R package,nlme package for R,on package nlme,R « nlme » package (Linear and Nonlinear Mixed Effects Models),nlme” R,nlme4,nlme’ R,R-package “nlme,nlme55,nlme51,package nlme,nlme R,nlme package,R package “nlme”,R package 'nlme,nlme package (Pinheiro ),R ‘nlme’,“nlme,R packages nlme,nlme18,≪nlme≫ R,r package nlme,nlme42,nlme R library,nlme” R package,R nlme library,nlme’,nlme-R,r-package nlme,nlme82,pNLME,R-package ‘nlme,nlme),R package nlme,R package ‘nlme’,R function nlme,R library nlme,nlme of R,nlme library of R,package “nlme",,"Michiel J. van Esdonk,Jacobus Burggraaf,Piet H. van der Graaf,Jasper Stevens"
67,NLME,10.1186/s12918-015-0203-x,"Using all available experimental data, the estimated parameters from STS and NLME are roughly the same and they both describe the data well as can be seen in Fig","nlme19,R-package ‘nlme’,R-package “nlme”,R package: nlme,NLMEs,NLMEM,R packge nlme,R package ‘nlme,nlme R-package,R-package nlme,nlme R Package,nlme package of R,NLMETM,nlme92,R library “nlme,nlme60,nlm,R nlme,R nlme package,R package 'nlme',nlme_3,NLM,R package ""nlme"",nlme-3,nlme59,nlme package for,NLME R,NLME-A,R package “nlme,R Package nlme,R language nlme package,R package nlme package,R library “nlme”,nlme R package,nlme package for R,on package nlme,R « nlme » package (Linear and Nonlinear Mixed Effects Models),nlme” R,nlme4,nlme’ R,R-package “nlme,nlme55,nlme51,package nlme,nlme R,nlme package,R package “nlme”,R package 'nlme,nlme package (Pinheiro ),R ‘nlme’,“nlme,R packages nlme,nlme18,≪nlme≫ R,r package nlme,nlme42,nlme R library,nlme” R package,R nlme library,nlme’,nlme-R,r-package nlme,nlme82,pNLME,R-package ‘nlme,nlme),R package nlme,R package ‘nlme’,R function nlme,R library nlme,nlme of R,nlme library of R,package “nlme",,"Markus Karlsson,David Janzén,L. Durrieu,Alejandro Colman‐Lerner,Maria C. Kjellsson,Gunnar Cedersund"
68,NLME,10.1371/journal.pone.0253047,The models were adjusted by the restricted maximum likelihood method using the LME function of the NLME package,"nlme19,R-package ‘nlme’,R-package “nlme”,R package: nlme,NLMEs,NLMEM,R packge nlme,R package ‘nlme,nlme R-package,R-package nlme,nlme R Package,nlme package of R,NLMETM,nlme92,R library “nlme,nlme60,nlm,R nlme,R nlme package,R package 'nlme',nlme_3,NLM,R package ""nlme"",nlme-3,nlme59,nlme package for,NLME R,NLME-A,R package “nlme,R Package nlme,R language nlme package,R package nlme package,R library “nlme”,nlme R package,nlme package for R,on package nlme,R « nlme » package (Linear and Nonlinear Mixed Effects Models),nlme” R,nlme4,nlme’ R,R-package “nlme,nlme55,nlme51,package nlme,nlme R,nlme package,R package “nlme”,R package 'nlme,nlme package (Pinheiro ),R ‘nlme’,“nlme,R packages nlme,nlme18,≪nlme≫ R,r package nlme,nlme42,nlme R library,nlme” R package,R nlme library,nlme’,nlme-R,r-package nlme,nlme82,pNLME,R-package ‘nlme,nlme),R package nlme,R package ‘nlme’,R function nlme,R library nlme,nlme of R,nlme library of R,package “nlme",,"Rosa Maria Rahmi,Priscila Oliveira,Luciano da Silva Selistre,Paulo Cury Rezende,Gabriela Neuvald Pezzella,Pâmela Antoniazzi dos Santos,Daiane de Oliveira Pereira Vergani,Sônia Regina Cabral Madi,José Mauro Madi"
69,NLME,10.3389/fphar.2020.00552,The population pharmacokinetics model of teicoplanin was developed using NLME program,"nlme19,R-package ‘nlme’,R-package “nlme”,R package: nlme,NLMEs,NLMEM,R packge nlme,R package ‘nlme,nlme R-package,R-package nlme,nlme R Package,nlme package of R,NLMETM,nlme92,R library “nlme,nlme60,nlm,R nlme,R nlme package,R package 'nlme',nlme_3,NLM,R package ""nlme"",nlme-3,nlme59,nlme package for,NLME R,NLME-A,R package “nlme,R Package nlme,R language nlme package,R package nlme package,R library “nlme”,nlme R package,nlme package for R,on package nlme,R « nlme » package (Linear and Nonlinear Mixed Effects Models),nlme” R,nlme4,nlme’ R,R-package “nlme,nlme55,nlme51,package nlme,nlme R,nlme package,R package “nlme”,R package 'nlme,nlme package (Pinheiro ),R ‘nlme’,“nlme,R packages nlme,nlme18,≪nlme≫ R,r package nlme,nlme42,nlme R library,nlme” R package,R nlme library,nlme’,nlme-R,r-package nlme,nlme82,pNLME,R-package ‘nlme,nlme),R package nlme,R package ‘nlme’,R function nlme,R library nlme,nlme of R,nlme library of R,package “nlme",,"Liuliu Gao,Hua Xu,Ye Qi,Sichan Li,Jun Wang,Yan Mei,Changhe Niu,Ting Kang,Chen Chen,Yang Wang"
70,PANDA,10.1186/1471-2105-9-182,"Of these 2,464,046 sequences, 1,528,382 (62%) are marked as redundant, with 1,353,885 (55%) being marked as redundant by existing cd-hit representatives in the CAMERA clusters and the remaining being marked as redundant by other PANDA sequences","PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",,"Shibu Yooseph,Weizhong Li,Granger Sutton"
71,PANDA,10.1186/1471-2105-9-182,The PANDA sequences that are labeled as predicted proteins (i.e,"PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",,"Shibu Yooseph,Weizhong Li,Granger Sutton"
72,PANDA,10.1186/s13195-018-0413-8,We carried out probabilistic fiber tractography on these seeds using the DTI analysis software PANDA (Additional file 1: Figure S2),"PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",,"Ashwati Vipin,Yng Miin Loke,Siwei Liu,Saima Hilal,Hee Youn Shim,Xin Xu,Boon Yeow Tan,Narayanaswamy Venketasubramanian,Christopher Chen,Juan Zhou"
73,PANDA,10.14336/AD.2019.0929,Deterministic tractography was performed using the FACT (Fiber Assignment by Continuous Tracking) algorithm in PANDA (www.nitrc.org/projects/panda; version 1.3.1) [33] and ended at voxels with FA < 0.2 or a tract turning angle of < 45˚ [34],"PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",,"Mengsha Yao,Liche Zhou,Yuyan Tan,Hong Jiang,Zhi‐Chun Chen,Lin Zhu,Ningdi Luo,WU Quan-zhou,Wenyan Kang,Jun Liu"
74,PANDA,10.18632/aging.102023,"The preprocessing of diffusion-weighted images was performed using the functional magnetic resonance imaging of the brain (FMRIB) Software Library in Version 5.0 (FSL, [65]), diffusion toolkit [66], and PANDA [67].","PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",,"Junhua Li,Rafael Romero-García,John Suckling,Lei Feng"
75,PANDA,10.18632/aging.102901,"ucl.ac.uk/spm/software/spm12) running on MATLAB version 2016b, the PANDA toolbox (https://www.nitrc","PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",MATLAB,"Cui Zhao,Ying Liang,Ting Chen,Yihua Zhong,Xianglong Li,Wei Jing,Chunlin Li,Xu Zhang"
76,PANDA (Pipeline for Analyzing braiN Diffusion imAges),10.3389/fncom.2021.659838,"In this study, PANDA (Pipeline for Analyzing braiN Diffusion imAges) (Cui et al., 2013), a toolkit based on MATLAB (R2009b; MathWorks) and FSL that integrates several processing steps, was used to process the data and construct the network","PANDA (Pipeline for Analyzing Brain Diffusion Images toolkit),PANDA (Pipeline for Analyzing Brain Diffusion Images),Pipeline for Analyzing braiN Diffusion imAges (PANDA,PANDA (Pipeline for Analysing Brain Diffusion Images),Pipeline for Analyzing Brain Diffusion Images,PANDA (Pipeline for Analyzing,PANDA (Pipeline for Analyzing braiN Diffusion imAges)",,"Qi Wang,Siwei Chen,He Wang,Luzeng Chen,Yongan Sun,Guiying Yan"
77,POAP,10.1038/s41598-021-92622-0,"We have obtained the SMILES notations of these compounds, and generated their 3D models (in mol2 format) through the POAP Ligand Preparation pipeline","POA,POAPRA",,"Ali Asghar,Yong Chiang Tan,Muhammad Zahoor,Syafiq Asnawi Zainal Abidin,Yoon‐Yen Yow,Ezzat Khan,Chandrajit Lahiri"
78,POAP,10.31557/APJCP.2019.20.11.3399,"POAP calculates the ligand binding energy and scoring based on the AutoDock Lamarckian Genetic Algorithm and free energy empirical scoring (Morris et al., 2009; Samdani and Vetrivel, 2018)","POA,POAPRA",,"Aparna Natarajan,Thangarajan Rajkumar,Kesavan Sabitha"
