id,name,doi,paragraph,authors_oa,authors,url (ground truth),annotator,comments,candidate_urls,language,synonyms,metadata_name,metadata_authors,metadata_keywords,metadata_description,metadata_language
37,Flask,10.1093/database/baz075,The database was developed by using Flask framework with Python 3.4 and MySQL,"https://openalex.org/A5047428438,https://openalex.org/A5090291644,https://openalex.org/A5074950298,https://openalex.org/A5040155445,https://openalex.org/A5069812755,https://openalex.org/A5008173365,https://openalex.org/A5025739002,https://openalex.org/A5062893898","Chien‐Yueh Lee,Amrita Chattopadhyay,Li-Mei Chiang,Jyh‐Ming Jimmy Juang,Liang‐Chuan Lai,Mong‐Hsun Tsai,Tzu‐Pin Lu,Eric Y. Chuang","https://pypi.org/project/Flask/, https://github.com/pallets/flask/",JelenaDuric,,nan,Python,"Flask Python library,FLASKA,Python Flask,Flask MVC,Flask Python,Flask Python Framework,FLAS,Flask Web",,,,,
38,Flask,10.1093/gigascience/giz060,"The web application uses Flask and Nginx on a virtual machine, as well as Gunicorn as a Web Server Gateway Interface","https://openalex.org/A5100669823,https://openalex.org/A5002244063,https://openalex.org/A5060766412,https://openalex.org/A5057437092,https://openalex.org/A5047309427,https://openalex.org/A5059437341","Zhi Zhang,Paul P. Jung,Valentin Grouès,Patrick May,Carole L. Linster,Enrico Glaab","https://pypi.org/project/Flask/, https://github.com/pallets/flask/",JelenaDuric,,nan,,"Flask Python library,FLASKA,Python Flask,Flask MVC,Flask Python,Flask Python Framework,FLAS,Flask Web",,,,,
39,Flask,10.3390/genes12081117,The web server uses the Python programming language with the Flask library,"https://openalex.org/A5087172301,https://openalex.org/A5008953921,https://openalex.org/A5031342322","Waleed Alam,Hilal Tayara,Kil To Chong","https://pypi.org/project/Flask/, https://github.com/pallets/flask/",JelenaDuric,,nan,Python,"Flask Python library,FLASKA,Python Flask,Flask MVC,Flask Python,Flask Python Framework,FLAS,Flask Web",,,,,
40,Flask,10.3390/ijerph17145243,The Python/Flask API template was then fleshed out with code logic to process API input parameters and form appropriate SQL queries to return requested exposures data.,"https://openalex.org/A5101871373,https://openalex.org/A5060275377,https://openalex.org/A5080300223,https://openalex.org/A5029390213,https://openalex.org/A5085106267,https://openalex.org/A5016685421,https://openalex.org/A5084726442,https://openalex.org/A5084378822,https://openalex.org/A5021436669,https://openalex.org/A5083293687,https://openalex.org/A5072157766,https://openalex.org/A5048781098","Alejandro Valencia,Lisa Stillwell,Stephen J. Appold,Saravanan Arunachalam,Steven J. Cox,Hao Xu,Charles Schmitt,Shepherd H. Schurman,Stavros Garantziotis,William Xue,Stanley C. Ahalt,Karamarie Fecho","https://pypi.org/project/Flask/, https://github.com/pallets/flask/",JelenaDuric,,nan,Python,"Flask Python library,FLASKA,Python Flask,Flask MVC,Flask Python,Flask Python Framework,FLAS,Flask Web",,,,,
41,Flask,10.3390/s18020474,"Flask, an MVC model, is used for better project organization and the need to bypass any middleware technologies","https://openalex.org/A5048530085,https://openalex.org/A5070283992,https://openalex.org/A5020959363","Shabir Ahmad,Lei Hang,Do Hyoung Kim","https://pypi.org/project/Flask/, https://github.com/pallets/flask/",JelenaDuric,,nan,,"Flask Python library,FLASKA,Python Flask,Flask MVC,Flask Python,Flask Python Framework,FLAS,Flask Web",,,,,
42,Flask,10.7717/peerj-cs.144,"The core Flask code defines, via @-prefixed decorators, what actions should be performed when a user accesses specific URLs","https://openalex.org/A5065464552,https://openalex.org/A5060289662,https://openalex.org/A5032231503,https://openalex.org/A5079833512,https://openalex.org/A5007686652,https://openalex.org/A5071661012","Kyle Chard,Eli Dart,Ian Foster,David Shifflett,Steven Tuecke,Jason Williams","https://pypi.org/project/Flask/, https://github.com/pallets/flask/",JelenaDuric,,nan,,"Flask Python library,FLASKA,Python Flask,Flask MVC,Flask Python,Flask Python Framework,FLAS,Flask Web",,,,,
43,GillespieSSA,10.1038/srep36301,Simulation were undertaken with the ssa() function of the GillespieSSA package14 using R software ( http://www.R-project.org/).,"https://openalex.org/A5009327777,https://openalex.org/A5038001179,https://openalex.org/A5069690901,https://openalex.org/A5020847660","Philippe Vanhems,Rosette von Raesfeldt,René Écochard,Nicolas Voirin","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",JelenaDuric,,nan,R,"R package “GillespieSSA,Gillespie,R package ‘GillespieSSA’,R-package GillespieSSA,GillespieSSA R,Gillespie2",,,,,
44,GillespieSSA,10.1186/s12859-019-2843-0,"On the other hand, individual libraries targeting epidemiological modelling, such as Epipy - a visualisation data tool for epidemiology written in Python [44], or GillespieSSA - an R package for generating stochastic simulation using Gillespie’s algorithms [45], cover only specific epidemiological needs.","https://openalex.org/A5078764319,https://openalex.org/A5028331572,https://openalex.org/A5016327387,https://openalex.org/A5110498884,https://openalex.org/A5005939563","Mai Anh BUI T.,Nick Papoulias,Serge Stinckwich,Mikal Ziane,Benjamín Roche","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",JelenaDuric,,nan,R,"R package “GillespieSSA,Gillespie,R package ‘GillespieSSA’,R-package GillespieSSA,GillespieSSA R,Gillespie2",,,,,
45,GillespieSSA,10.1371/journal.pbio.1001793,"Because the simulation function depends on the R-package GillespieSSA, install this package first by executing ‘install.packages(“GillespieSSA”)’ in R","https://openalex.org/A5049687372,https://openalex.org/A5009994638,https://openalex.org/A5043094340,https://openalex.org/A5008410385,https://openalex.org/A5043775124,https://openalex.org/A5064708056,https://openalex.org/A5020114412,https://openalex.org/A5041512711,https://openalex.org/A5010604441","Patrick Kaiser,Roland R. Regoes,Tamas Dolowschiak,Sandra Y. Wotzka,Jette Lengefeld,Emma Slack,Andrew J. Grant,Martin Ackermann,Wolf‐Dietrich Hardt","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",JelenaDuric,,nan,R,"R package “GillespieSSA,Gillespie,R package ‘GillespieSSA’,R-package GillespieSSA,GillespieSSA R,Gillespie2",,,,,
46,GillespieSSA,10.1371/journal.pone.0079345,"In an extensive search for available stochastic simulators, CAIN, COPASI, Facile-EasyStoch, GillespieSSA, and StochKit2 were identified as those with the closest functionality to StochPy","https://openalex.org/A5064854942,https://openalex.org/A5050779826,https://openalex.org/A5047855050","Timo Maarleveld,Brett G. Olivier,Frank J. Bruggeman","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",JelenaDuric,,nan,,"R package “GillespieSSA,Gillespie,R package ‘GillespieSSA’,R-package GillespieSSA,GillespieSSA R,Gillespie2",,,,,
47,GillespieSSA,10.3390/v7031189,"To simulate our system stochastically, we used the Gillespie algorithm [59], implemented with the GillespieSSA package in R (www.r-project.org)","https://openalex.org/A5064442372,https://openalex.org/A5009124762,https://openalex.org/A5044417986,https://openalex.org/A5102600705,https://openalex.org/A5058977941,https://openalex.org/A5009256033","Cecilia Noecker,K. Aleks Schaefer,Kelly Zaccheo,Yiding Yang,Judy Day,Vitaly V. Ganusov","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",JelenaDuric,,nan,R,"R package “GillespieSSA,Gillespie,R package ‘GillespieSSA’,R-package GillespieSSA,GillespieSSA R,Gillespie2",,,,,
48,HIV.LifeTables,10.1371/journal.pone.0096447,"We have released an R package, HIV.LifeTables [35], that implements the model described in this paper, and we will continue to develop and improve that package","https://openalex.org/A5056145464,https://openalex.org/A5063372237,https://openalex.org/A5064414755","David Sharrow,Samuel J. Clark,Adrian E. Raftery","https://cran.r-project.org/web/packages/HIV.LifeTables/index.html, https://github.com/PPgp/HIV.LifeTables, https://github.com/cran/HIV.LifeTables",JelenaDuric,,nan,R,,,,,,
49,HydeNet,10.1111/risa.13580,"We use the R program HydeNet and the JAGS modeling framework to build a decision network that uses the collective administrative data to generate distributions for simulating posteriors under different surveillance scenarios (Nutter, n.d.; Plummer, 2004)","https://openalex.org/A5060854196,https://openalex.org/A5042426401,https://openalex.org/A5006105229","Ryan P. Scott,Alison C. Cullen,Guillaume Chabot‐Couture","https://cran.r-project.org/web/packages/HydeNet/index.html, https://github.com/nutterb/HydeNet, https://github.com/cran/HydeNet",JelenaDuric,,nan,R,,,,,,
50,MG-RAST,10.1371/journal.pone.0052069,"These low values contrast with the Amazon River metagenome reads classified using BLASTX against NCBI-nr in MG-RAST, 49% of 1.1 million pyrosequencing reads [46]","https://openalex.org/A5025998974,https://openalex.org/A5008446599,https://openalex.org/A5104011160,https://openalex.org/A5075985372,https://openalex.org/A5067354187,https://openalex.org/A5001684617,https://openalex.org/A5061891239,https://openalex.org/A5082661224","Diego Javier Jiménez,Fernando Dini Andreote,Diego Gerardo Bogarín Chaves,José Salvador Montaña-Lara,César Osorio-Forero,Howard Junca,María Mercedes Zambrano,Sandra Baena",https://github.com/MG-RAST/MG-RAST,JelenaDuric,,nan,,"MG-RAST53,MG-RAST BLAT,MG-RAST SEED,metagenomics rast,MG RAST,MG-RAST API,mg-rast - metagenomics analysis server,MG-RAST18,MG-RAST43,MG-Rast M5NR,MG-RASTv2,the metagenomics rast server,MG-RAST),MG-RAST23,MG-RASR,Metagenomics RAST,MG-RAST46,MG-RAST12,MG-Rast),The Metagenomics RAST server,MG-RASTv,MG-RAST - metagenomics analysis server,MG-RASTare,MG-RAST-API,MG-RASTa,mg-rast",,,,,
51,MG-RAST,10.3389/fmicb.2015.00053,The assembled metagenomic dataset is publicly available on MG-RAST (http://metagenomics.anl.gov; project ID: 4529136.3),"https://openalex.org/A5067387160,https://openalex.org/A5036831350,https://openalex.org/A5046599074,https://openalex.org/A5112347426,https://openalex.org/A5009552437,https://openalex.org/A5016228062,https://openalex.org/A5044534495","Armin Erlacher,Tomislav Cernava,Massimiliano Cardinale,Jung Soh,Christoph W. Sensen,Martín Grube,Gabriele Berg",https://github.com/MG-RAST/MG-RAST,JelenaDuric,,nan,,"MG-RAST53,MG-RAST BLAT,MG-RAST SEED,metagenomics rast,MG RAST,MG-RAST API,mg-rast - metagenomics analysis server,MG-RAST18,MG-RAST43,MG-Rast M5NR,MG-RASTv2,the metagenomics rast server,MG-RAST),MG-RAST23,MG-RASR,Metagenomics RAST,MG-RAST46,MG-RAST12,MG-Rast),The Metagenomics RAST server,MG-RASTv,MG-RAST - metagenomics analysis server,MG-RASTare,MG-RAST-API,MG-RASTa,mg-rast",,,,,
52,MG-RAST,10.3389/fmicb.2017.00308,"Diversity (at class level) within metagenomic assemblies, as determined by MG-RAST ( Other represents classes with relative abundance <1% in any sample","https://openalex.org/A5004925371,https://openalex.org/A5021692527,https://openalex.org/A5112508357,https://openalex.org/A5039322682,https://openalex.org/A5067801452,https://openalex.org/A5053922790,https://openalex.org/A5086168773,https://openalex.org/A5090516685","Katrina I. Twing,William J. Brazelton,M. D. Kubo,Alex Hyer,Dawn Cardace,Tori M. Hoehler,T. M. McCollom,Matthew O. Schrenk",https://github.com/MG-RAST/MG-RAST,JelenaDuric,,nan,,"MG-RAST53,MG-RAST BLAT,MG-RAST SEED,metagenomics rast,MG RAST,MG-RAST API,mg-rast - metagenomics analysis server,MG-RAST18,MG-RAST43,MG-Rast M5NR,MG-RASTv2,the metagenomics rast server,MG-RAST),MG-RAST23,MG-RASR,Metagenomics RAST,MG-RAST46,MG-RAST12,MG-Rast),The Metagenomics RAST server,MG-RASTv,MG-RAST - metagenomics analysis server,MG-RASTare,MG-RAST-API,MG-RASTa,mg-rast",,,,,
53,MG-RAST,10.3389/fmicb.2019.02741,"The Taihu 2013 metatranscriptomes are publicly available on the MG-RAST (Meyer et al., 2008) server (ID: mgm4768721, mgm4768720, mgm4768724, mgm4768726, mgm4768728, mgm47687130) and the Lake Erie 2014 diel metatranscriptomes are available from the NCBI SRA database (SRP128942, SRP128954, SRP128945, SRP117911, SRP117914, SRA117922, SRA117915)","https://openalex.org/A5014280498,https://openalex.org/A5018812468,https://openalex.org/A5044801271,https://openalex.org/A5060771568,https://openalex.org/A5077061105,https://openalex.org/A5012545388","Lauren E. Krausfeldt,Morgan M. Steffen,R. Michael L. McKay,George S. Bullerjahn,Gregory L. Boyer,Steven W. Wilhelm",https://github.com/MG-RAST/MG-RAST,JelenaDuric,,nan,,"MG-RAST53,MG-RAST BLAT,MG-RAST SEED,metagenomics rast,MG RAST,MG-RAST API,mg-rast - metagenomics analysis server,MG-RAST18,MG-RAST43,MG-Rast M5NR,MG-RASTv2,the metagenomics rast server,MG-RAST),MG-RAST23,MG-RASR,Metagenomics RAST,MG-RAST46,MG-RAST12,MG-Rast),The Metagenomics RAST server,MG-RASTv,MG-RAST - metagenomics analysis server,MG-RASTare,MG-RAST-API,MG-RASTa,mg-rast",,,,,
54,MG-RAST,10.6026/97320630014031,MG-RAST server is an automated analysis platform for meta-genomes to present the quantitative understandings into microbial populations generated from sequencing data,https://openalex.org/A5010639936,Amr T. M. Saeb,https://github.com/MG-RAST/MG-RAST,JelenaDuric,,nan,,"MG-RAST53,MG-RAST BLAT,MG-RAST SEED,metagenomics rast,MG RAST,MG-RAST API,mg-rast - metagenomics analysis server,MG-RAST18,MG-RAST43,MG-Rast M5NR,MG-RASTv2,the metagenomics rast server,MG-RAST),MG-RAST23,MG-RASR,Metagenomics RAST,MG-RAST46,MG-RAST12,MG-Rast),The Metagenomics RAST server,MG-RASTv,MG-RAST - metagenomics analysis server,MG-RASTare,MG-RAST-API,MG-RASTa,mg-rast",,,,,
55,MGDrivE,10.1186/s12915-020-0759-9,"Applying the MGDrivE modeling framework to our research questions, we incorporate the inheritance patterns of reciprocal chromosomal translocations and UDMEL into the inheritance module of the model (Fig. 1a, b, Additional file 2: Fig","https://openalex.org/A5052650113,https://openalex.org/A5058249892,https://openalex.org/A5001090659,https://openalex.org/A5066933109,https://openalex.org/A5037711069,https://openalex.org/A5063129753","Héctor M. Sánchez C.,Jared B. Bennett,Sean L. Wu,Gordana Rašić,Omar S. Akbari,John M. Marshall","https://cran.r-project.org/package=MGDrivE, https://github.com/MarshallLab/MGDrivE, https://github.com/cran/MGDrivE",JelenaDuric,,nan,,"MGDrivE2,GDrive,MGDrivE,MGDrive",,,,,
56,MGDrivE,10.1371/journal.pcbi.1009030,"In this paper, we describe the key developments implemented in MGDrivE 2","https://openalex.org/A5001090659,https://openalex.org/A5058249892,https://openalex.org/A5052650113,https://openalex.org/A5057259657,https://openalex.org/A5029718103,https://openalex.org/A5063129753","Sean L. Wu,Jared B. Bennett,Héctor M. Sánchez C.,Andrew J. Dolgert,Tomás M. León,John M. Marshall","https://cran.r-project.org/package=MGDrivE, https://github.com/MarshallLab/MGDrivE, https://github.com/cran/MGDrivE",JelenaDuric,,nan,,"MGDrivE2,GDrive,MGDrivE,MGDrive",,,,,
57,MGDrivE,10.1371/journal.pgen.1009385,"This approach is similar to that of MGDrivE [86], however our model is strictly deterministic, not species-specific, considers space differently (we assume large, 1–3 panmictic populations compared to MGDrivE’s more spatially explicit dynamics), we track haplotypes rather than just genotypes, and can adjust recombination distance between loci","https://openalex.org/A5022398213,https://openalex.org/A5043087925,https://openalex.org/A5091827717","Georg Oberhofer,Tobin Ivy,Bruce A. Hay","https://cran.r-project.org/package=MGDrivE, https://github.com/MarshallLab/MGDrivE, https://github.com/cran/MGDrivE",JelenaDuric,,nan,,"MGDrivE2,GDrive,MGDrivE,MGDrive",,,,,
58,MGDrivE,10.3390/insects11010052,"Various gene drive model platforms exist, including SkeeterBuster, SLiM 2/3, and MGDrivE, although they vary in flexibility [85,86,87,88].","https://openalex.org/A5053496690,https://openalex.org/A5031360113,https://openalex.org/A5051010453,https://openalex.org/A5001187821","Adeline E. Williams,Alexander W. E. Franz,William Reid,Ken E. Olson","https://cran.r-project.org/package=MGDrivE, https://github.com/MarshallLab/MGDrivE, https://github.com/cran/MGDrivE",JelenaDuric,,nan,,"MGDrivE2,GDrive,MGDrivE,MGDrive",,,,,
